lat,lon,time
52.22298799,6.88701232,2020-04-27T11:29:31Z
52.22299442,6.88700806,2020-04-27T11:29:32Z
52.22300148,6.88700224,2020-04-27T11:29:33Z
52.22301379,6.88699130,2020-04-27T11:29:34Z
52.22302706,6.88697980,2020-04-27T11:29:35Z
52.22303636,6.88697239,2020-04-27T11:29:36Z
52.22304457,6.88696915,2020-04-27T11:29:37Z
52.22305972,6.88696579,2020-04-27T11:29:38Z
52.22307860,6.88696097,2020-04-27T11:29:39Z
52.22309940,6.88695362,2020-04-27T11:29:40Z
52.22311165,6.88694761,2020-04-27T11:29:41Z
52.22311992,6.88694502,2020-04-27T11:29:42Z
52.22313282,6.88693612,2020-04-27T11:29:43Z
52.22314550,6.88693013,2020-04-27T11:29:44Z
52.22315214,6.88692890,2020-04-27T11:29:45Z
52.22315778,6.88692942,2020-04-27T11:29:46Z
52.22316399,6.88693092,2020-04-27T11:29:47Z
52.22317135,6.88693213,2020-04-27T11:29:48Z
52.22318279,6.88693030,2020-04-27T11:29:49Z
52.22319540,6.88693179,2020-04-27T11:29:50Z
52.22320965,6.88693286,2020-04-27T11:29:51Z
52.22322245,6.88693762,2020-04-27T11:29:52Z
52.22323305,6.88694577,2020-04-27T11:29:53Z
52.22324411,6.88695397,2020-04-27T11:29:54Z
52.22325617,6.88696476,2020-04-27T11:29:55Z
52.22326920,6.88697500,2020-04-27T11:29:56Z
52.22328279,6.88698509,2020-04-27T11:29:57Z
52.22329597,6.88699327,2020-04-27T11:29:58Z
52.22330546,6.88700170,2020-04-27T11:29:59Z
52.22331240,6.88700538,2020-04-27T11:30:00Z
52.22332138,6.88700878,2020-04-27T11:30:01Z
52.22333279,6.88701895,2020-04-27T11:30:02Z
52.22334711,6.88702948,2020-04-27T11:30:03Z
52.22336033,6.88703939,2020-04-27T11:30:04Z
52.22337229,6.88704728,2020-04-27T11:30:05Z
52.22338704,6.88705261,2020-04-27T11:30:06Z
52.22339650,6.88705394,2020-04-27T11:30:07Z
52.22340269,6.88705640,2020-04-27T11:30:08Z
52.22341513,6.88705756,2020-04-27T11:30:09Z
52.22342533,6.88706010,2020-04-27T11:30:10Z
52.22343245,6.88706363,2020-04-27T11:30:11Z
52.22344267,6.88706389,2020-04-27T11:30:12Z
52.22345651,6.88706901,2020-04-27T11:30:13Z
52.22346876,6.88707224,2020-04-27T11:30:14Z
52.22347772,6.88707181,2020-04-27T11:30:15Z
52.22348523,6.88706792,2020-04-27T11:30:16Z
52.22349147,6.88706338,2020-04-27T11:30:17Z
52.22349733,6.88706211,2020-04-27T11:30:18Z
52.22350542,6.88706083,2020-04-27T11:30:19Z
52.22351460,6.88705401,2020-04-27T11:30:20Z
52.22352275,6.88704429,2020-04-27T11:30:21Z
52.22353234,6.88703288,2020-04-27T11:30:22Z
52.22354542,6.88702073,2020-04-27T11:30:23Z
52.22355576,6.88700963,2020-04-27T11:30:24Z
52.22356474,6.88699828,2020-04-27T11:30:25Z
52.22357311,6.88698659,2020-04-27T11:30:26Z
52.22358170,6.88697578,2020-04-27T11:30:27Z
52.22359019,6.88696400,2020-04-27T11:30:28Z
52.22359802,6.88695090,2020-04-27T11:30:29Z
52.22360598,6.88693464,2020-04-27T11:30:30Z
52.22361551,6.88691659,2020-04-27T11:30:31Z
52.22362628,6.88689706,2020-04-27T11:30:32Z
52.22363547,6.88687607,2020-04-27T11:30:33Z
52.22364287,6.88685732,2020-04-27T11:30:34Z
52.22364926,6.88683986,2020-04-27T11:30:35Z
52.22365416,6.88682368,2020-04-27T11:30:36Z
52.22365786,6.88680723,2020-04-27T11:30:37Z
52.22365973,6.88678924,2020-04-27T11:30:38Z
52.22366211,6.88677140,2020-04-27T11:30:39Z
52.22366678,6.88675513,2020-04-27T11:30:40Z
52.22367174,6.88674033,2020-04-27T11:30:41Z
52.22367676,6.88672268,2020-04-27T11:30:42Z
52.22368180,6.88670520,2020-04-27T11:30:43Z
52.22368303,6.88668531,2020-04-27T11:30:44Z
52.22368841,6.88666381,2020-04-27T11:30:45Z
52.22369893,6.88664460,2020-04-27T11:30:46Z
52.22370835,6.88662713,2020-04-27T11:30:47Z
52.22371887,6.88661309,2020-04-27T11:30:48Z
52.22372575,6.88659901,2020-04-27T11:30:49Z
52.22372850,6.88658426,2020-04-27T11:30:50Z
52.22373097,6.88656634,2020-04-27T11:30:51Z
52.22373081,6.88654993,2020-04-27T11:30:52Z
52.22373408,6.88653205,2020-04-27T11:30:53Z
52.22373913,6.88651547,2020-04-27T11:30:54Z
52.22374583,6.88650283,2020-04-27T11:30:55Z
52.22375579,6.88648954,2020-04-27T11:30:56Z
52.22376286,6.88647427,2020-04-27T11:30:57Z
52.22376630,6.88646054,2020-04-27T11:30:58Z
52.22377061,6.88644190,2020-04-27T11:30:59Z
52.22377853,6.88641938,2020-04-27T11:31:00Z
52.22378590,6.88640101,2020-04-27T11:31:01Z
52.22379261,6.88638584,2020-04-27T11:31:02Z
52.22380512,6.88636795,2020-04-27T11:31:03Z
52.22382273,6.88635156,2020-04-27T11:31:04Z
52.22383985,6.88633833,2020-04-27T11:31:05Z
52.22385715,6.88632740,2020-04-27T11:31:06Z
52.22387503,6.88631891,2020-04-27T11:31:07Z
52.22389197,6.88630641,2020-04-27T11:31:08Z
52.22390952,6.88628901,2020-04-27T11:31:09Z
52.22391765,6.88627409,2020-04-27T11:31:10Z
52.22391850,6.88626437,2020-04-27T11:31:11Z
52.22392112,6.88625566,2020-04-27T11:31:12Z
52.22392424,6.88624177,2020-04-27T11:31:13Z
52.22393111,6.88622472,2020-04-27T11:31:14Z
52.22394259,6.88619841,2020-04-27T11:31:15Z
52.22395063,6.88617417,2020-04-27T11:31:16Z
52.22395379,6.88615431,2020-04-27T11:31:17Z
52.22394783,6.88613161,2020-04-27T11:31:18Z
52.22393432,6.88612519,2020-04-27T11:31:19Z
52.22392430,6.88612370,2020-04-27T11:31:20Z
52.22391502,6.88612681,2020-04-27T11:31:21Z
52.22391428,6.88612903,2020-04-27T11:31:22Z
52.22391587,6.88613251,2020-04-27T11:31:23Z
52.22391707,6.88613480,2020-04-27T11:31:24Z
52.22391727,6.88613755,2020-04-27T11:31:25Z
52.22391948,6.88614152,2020-04-27T11:31:26Z
52.22392042,6.88614512,2020-04-27T11:31:27Z
52.22391945,6.88614708,2020-04-27T11:31:28Z
52.22391790,6.88614836,2020-04-27T11:31:29Z
52.22391571,6.88614856,2020-04-27T11:31:30Z
52.22391226,6.88614737,2020-04-27T11:31:31Z
52.22390921,6.88614624,2020-04-27T11:31:32Z
52.22390615,6.88614489,2020-04-27T11:31:33Z
52.22390412,6.88614400,2020-04-27T11:31:34Z
52.22390440,6.88614429,2020-04-27T11:31:35Z
52.22390474,6.88614457,2020-04-27T11:31:36Z
52.22390478,6.88614471,2020-04-27T11:31:37Z
52.22390537,6.88614512,2020-04-27T11:31:38Z
52.22390582,6.88614544,2020-04-27T11:31:39Z
52.22390608,6.88614567,2020-04-27T11:31:40Z
52.22390618,6.88614578,2020-04-27T11:31:41Z
52.22390627,6.88614585,2020-04-27T11:31:42Z
52.22390667,6.88614602,2020-04-27T11:31:43Z
52.22390667,6.88614598,2020-04-27T11:31:44Z
52.22390666,6.88614600,2020-04-27T11:31:45Z
52.22390698,6.88614616,2020-04-27T11:31:46Z
52.22390756,6.88614645,2020-04-27T11:31:47Z
52.22390770,6.88614654,2020-04-27T11:31:48Z
52.22390882,6.88614702,2020-04-27T11:31:49Z
52.22390946,6.88614729,2020-04-27T11:31:50Z
52.22391047,6.88614780,2020-04-27T11:31:51Z
52.22391092,6.88614804,2020-04-27T11:31:52Z
52.22391205,6.88614861,2020-04-27T11:31:53Z
52.22391237,6.88614884,2020-04-27T11:31:54Z
52.22391285,6.88614910,2020-04-27T11:31:55Z
52.22391282,6.88614911,2020-04-27T11:31:56Z
52.22391368,6.88614955,2020-04-27T11:31:57Z
52.22391602,6.88615069,2020-04-27T11:31:58Z
52.22391789,6.88615160,2020-04-27T11:31:59Z
52.22391980,6.88615256,2020-04-27T11:32:00Z
52.22392155,6.88615344,2020-04-27T11:32:01Z
52.22392295,6.88615415,2020-04-27T11:32:02Z
52.22392362,6.88615451,2020-04-27T11:32:03Z
52.22392427,6.88615488,2020-04-27T11:32:04Z
52.22392486,6.88615524,2020-04-27T11:32:05Z
52.22392514,6.88615550,2020-04-27T11:32:06Z
52.22392665,6.88615635,2020-04-27T11:32:07Z
52.22392762,6.88615697,2020-04-27T11:32:08Z
52.22392810,6.88615727,2020-04-27T11:32:09Z
52.22392844,6.88615745,2020-04-27T11:32:10Z
52.22392922,6.88615723,2020-04-27T11:32:11Z
52.22392953,6.88615713,2020-04-27T11:32:12Z
52.22392969,6.88615708,2020-04-27T11:32:13Z
52.22392978,6.88615707,2020-04-27T11:32:14Z
52.22393177,6.88615579,2020-04-27T11:32:15Z
52.22393019,6.88615414,2020-04-27T11:32:16Z
52.22393056,6.88615655,2020-04-27T11:32:17Z
52.22393174,6.88615928,2020-04-27T11:32:18Z
